date,GMSL variation with respect to 20 year TOPEX/Jason Collinear mean reference,standard deviation of GSML,8 smoothed ,GMSL variation,standard deviation,smoothed 60 day,60 smoothed 
2017.33596,34.24,90.3,34.69,40.95,92.15,41.4,44.7
2017.363126,33.97,88.81,34.11,40.72,90.8,40.83,44.47
2017.390293,31,87.59,33.81,37.73,89.54,40.53,44.45
2017.417459,34.07,90.13,33.84,40.75,92.06,40.56,44.65
2017.444625,34.58,89.4,34.14,41.33,91.53,40.86,44.97
2017.471791,34.4,88.39,34.64,41.12,91.07,41.36,45.3
2017.498957,34.61,89.22,35.33,41.34,92.21,42.06,45.61
2017.526123,34.9,88.93,36.29,41.65,91.98,43.02,45.97
2017.553289,36.68,89.33,37.52,43.4,92.13,44.24,46.37
2017.580456,40.44,92.28,38.91,47.13,95.6,45.63,46.77
2017.607622,40.01,91.87,40.36,46.75,95.34,47.08,47.12
2017.634788,41.14,93.94,41.79,47.85,97.43,48.51,47.38
2017.661954,43.46,94.59,43.09,50.16,98.26,49.82,47.55
2017.68912,45.78,96.16,44.17,52.52,100,50.89,47.57
2017.716286,46.71,96.92,44.94,53.44,100.76,51.67,47.45
2017.743453,44.28,95.89,45.49,51.02,99.58,52.23,47.34
2017.770619,45.1,98.01,45.99,51.85,101.69,52.74,47.43
2017.797785,46.45,99.31,46.54,53.22,102.88,53.3,47.85
2017.824951,47.48,99.04,47.07,54.25,102.45,53.84,48.53
2017.852117,49.4,97.01,47.42,56.12,100.53,54.21,49.27
2017.879283,46.92,95.39,47.44,53.72,98.82,54.24,49.89
2017.906449,48.52,97.55,47.03,55.37,100.79,53.86,50.24
2017.933616,47.42,97.48,46.17,54.3,100.66,53.02,50.22
2017.960782,46.57,96.54,44.95,53.45,99.48,51.8,49.85
2017.987948,42.12,92.97,43.6,48.99,95.77,50.46,49.32
2018.015114,40.36,91.86,42.44,47.22,94.57,49.3,48.89
2018.04228,40.66,90.92,41.64,47.49,93.59,48.5,48.72
2018.069446,41.07,91.85,41.13,47.98,94.22,48,48.72
2018.096613,42.6,94.98,40.74,49.44,97.39,47.6,48.7
2018.123779,40.38,93.98,40.32,47.22,96.22,47.2,48.58
2018.150945,37.59,91.87,39.87,44.48,93.83,46.76,48.35
2018.178111,40.42,93.9,39.38,47.31,95.61,46.3,48.06
2018.205277,40.66,94.17,38.81,47.62,95.76,45.76,47.69
2018.232443,38.3,92.05,38.18,45.32,93.86,45.16,47.29
2018.259609,34.95,91.24,37.65,41.97,92.97,44.65,47.03
2018.286776,36.81,91.33,37.38,43.81,93.11,44.39,47.06
2018.313942,37.15,90.25,37.38,44.17,92.04,44.39,47.4
2018.341108,38.54,89.05,37.51,45.56,90.99,44.52,47.89
2018.368274,37.89,88.63,37.64,44.9,90.87,44.65,48.35
2018.39544,36.59,87.6,37.7,43.6,89.87,44.72,48.68
2018.422606,38.91,89.03,37.73,45.94,91.28,44.75,48.86
2018.449772,38.28,88.67,37.81,45.29,91.01,44.83,48.92
2018.476939,35.99,87.43,38.1,43.07,90.11,45.12,49
2018.504105,36.43,87.32,38.74,43.42,90.32,45.74,49.19
2018.531271,40.54,90.76,39.69,47.53,93.6,46.69,49.5
2018.558437,42.09,93.25,40.82,49.07,96.36,47.81,49.77
2018.585603,41.29,93.42,42.05,48.23,96.72,49.03,49.97
2018.612769,42.6,97,43.39,49.61,100.63,50.38,50.2
2018.639936,43.55,96.05,44.93,50.55,99.92,51.93,50.58
2018.667102,46.81,97.17,46.62,53.81,101.15,53.63,51.15
2018.694268,50.19,102.89,48.29,57.19,106.99,55.3,51.79
2018.721434,49,101.59,49.5,56.02,105.69,56.52,52.16
2018.7486,53.03,104.54,50.27,60.04,108.6,57.29,52.3
2018.775766,51.79,105.02,50.71,58.83,108.94,57.73,52.38
2018.802932,52.34,104.61,50.94,59.38,108.34,57.97,52.53
2018.830099,53.79,106.18,51.06,60.83,109.99,58.09,52.83
2018.857265,50.47,105.22,51.12,57.5,108.93,58.15,53.31
